Time(s),Lead3ElectricPotential(mV),HeartRate(1/min),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),OxygenSaturation,RespirationRate(1/min),SkinTemperature(degC),Carina-CarbonDioxide-PartialPressure(mmHg)
289.50,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,26.8
289.52,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,26.8
289.54,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,26.8
289.56,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,26.9
289.58,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,26.9
289.60,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,26.9
289.62,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,26.9
289.64,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,27.0
289.66,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,27.0
289.68,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,27.0
289.70,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,27.0
289.72,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,27.1
289.74,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,27.1
289.76,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,27.1
289.78,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,27.1
289.80,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,27.1
289.82,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,27.2
289.84,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,27.2
289.86,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,27.2
289.88,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,27.2
289.90,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,27.2
289.92,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,27.2
289.94,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,27.3
289.96,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,27.3
289.98,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.00,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.02,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.04,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.06,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.08,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.10,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,27.4
290.12,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,27.4
290.14,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,27.4
290.16,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,27.4
290.18,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,27.4
290.20,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,27.4
290.22,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,27.3
290.24,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,26.6
290.26,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,25.0
290.28,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,22.6
290.30,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,19.7
290.32,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,16.6
290.34,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,13.7
290.36,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,11.1
290.38,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,8.8
290.40,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,7.0
290.42,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,5.5
290.44,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,4.3
290.46,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,3.4
290.48,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,2.7
290.50,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,2.1
290.52,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,1.7
290.54,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,1.4
290.56,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,1.2
290.58,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,1.0
290.60,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,0.8
290.62,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,0.7
290.64,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,0.6
290.66,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,0.6
290.68,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,0.5
290.70,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,0.5
290.72,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
290.74,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,0.4
290.76,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,0.4
290.78,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,0.4
290.80,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
290.82,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,0.4
290.84,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.86,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.88,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.90,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.92,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.94,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.96,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
290.98,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.00,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.02,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.04,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.06,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.08,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.10,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.12,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.14,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.16,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.18,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.20,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.22,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.24,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.26,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.28,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.30,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.32,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.34,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.36,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.38,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.40,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.42,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
291.44,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,0.4
291.46,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,0.8
291.48,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,1.7
291.50,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,2.6
291.52,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,3.7
291.54,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,4.8
291.56,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,5.9
291.58,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,6.9
291.60,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,7.9
291.62,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,8.8
291.64,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,9.6
291.66,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,10.4
291.68,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,11.2
291.70,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,11.9
291.72,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,12.6
291.74,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,13.2
291.76,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,13.8
291.78,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,14.4
291.80,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,14.9
291.82,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,15.4
291.84,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,15.9
291.86,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,16.4
291.88,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,16.8
291.90,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,17.3
291.92,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,17.7
291.94,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,18.1
291.96,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,18.5
291.98,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,18.8
292.00,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,19.2
292.02,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,19.5
292.04,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,19.8
292.06,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,20.1
292.08,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,20.4
292.10,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,20.7
292.12,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,21.0
292.14,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,21.2
292.16,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,21.5
292.18,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,21.7
292.20,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,21.9
292.22,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,22.1
292.24,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,22.4
292.26,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,22.6
292.28,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,22.7
292.30,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,22.9
292.32,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,23.1
292.34,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,23.3
292.36,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,23.4
292.38,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,23.6
292.40,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,23.7
292.42,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,23.9
292.44,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,24.0
292.46,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,24.1
292.48,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,24.3
292.50,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,24.4
292.52,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,24.5
292.54,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,24.6
292.56,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,24.7
292.58,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,24.8
292.60,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,24.9
292.62,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,25.0
292.64,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,25.1
292.66,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,25.2
292.68,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,25.3
292.70,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,25.4
292.72,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,25.5
292.74,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,25.5
292.76,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,25.6
292.78,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,25.7
292.80,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,25.7
292.82,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,25.8
292.84,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,25.9
292.86,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,25.9
292.88,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,26.0
292.90,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,26.1
292.92,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,26.1
292.94,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,26.2
292.96,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,26.2
292.98,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,26.3
293.00,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,26.3
293.02,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,26.4
293.04,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,26.4
293.06,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,26.4
293.08,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,26.5
293.10,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,26.5
293.12,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,26.6
293.14,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,26.6
293.16,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,26.6
293.18,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,26.7
293.20,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,26.7
293.22,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,26.7
293.24,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,26.8
293.26,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,26.8
293.28,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,26.8
293.30,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,26.9
293.32,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,26.9
293.34,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,26.9
293.36,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,26.9
293.38,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,27.0
293.40,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,27.0
293.42,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,27.0
293.44,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,27.0
293.46,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,27.1
293.48,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,27.1
293.50,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,27.1
293.52,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,27.1
293.54,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,27.1
293.56,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,27.2
293.58,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,27.2
293.60,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,27.2
293.62,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,27.2
293.64,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,27.2
293.66,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,27.2
293.68,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.70,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.72,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.74,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.76,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.78,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.80,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.82,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.84,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,27.4
293.86,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,27.4
293.88,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,27.4
293.90,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,27.4
293.92,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,27.4
293.94,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,27.4
293.96,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,27.3
293.98,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,26.6
294.00,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,25.0
294.02,-0.039,73.17,87.4,94.6,113.7,73.0,0.973,16.04,33.2,22.6
294.04,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,19.7
294.06,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,16.6
294.08,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,13.7
294.10,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,11.1
294.12,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,8.8
294.14,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,7.0
294.16,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,5.5
294.18,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,4.3
294.20,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,3.4
294.22,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,2.7
294.24,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,2.1
294.26,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,1.7
294.28,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,1.4
294.30,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,1.2
294.32,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,1.0
294.34,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,0.8
294.36,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,0.7
294.38,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,0.6
294.40,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,0.6
294.42,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,0.5
294.44,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,0.5
294.46,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,0.4
294.48,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,0.4
294.50,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.4
294.52,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,0.4
294.54,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,0.4
294.56,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,0.4
294.58,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.60,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.62,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.64,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.66,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.68,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.70,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.72,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.74,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.76,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.78,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.80,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.82,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.84,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.86,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.88,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.90,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.92,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.94,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.96,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
294.98,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.00,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.02,0.175,73.17,77.3,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.04,0.668,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.06,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.08,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.10,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.12,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.14,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.16,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,0.3
295.18,0.010,73.17,93.5,94.6,113.7,73.0,0.973,16.04,33.2,0.4
295.20,0.032,73.17,98.9,94.6,113.7,73.0,0.973,16.04,33.2,0.9
295.22,0.063,73.17,103.3,94.6,113.7,73.0,0.973,16.04,33.2,1.7
295.24,0.096,73.17,106.8,94.6,113.7,73.0,0.973,16.04,33.2,2.6
295.26,0.145,73.17,109.4,94.6,113.7,73.0,0.973,16.04,33.2,3.7
295.28,0.183,73.17,111.3,94.6,113.7,73.0,0.973,16.04,33.2,4.8
295.30,0.201,73.17,112.6,94.6,113.7,73.0,0.973,16.04,33.2,5.9
295.32,0.209,73.17,113.3,94.6,113.7,73.0,0.973,16.04,33.2,6.9
295.34,0.139,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,7.9
295.36,0.050,73.17,113.7,94.6,113.7,73.0,0.973,16.04,33.2,8.8
295.38,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,16.04,33.2,9.6
295.40,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,16.04,33.2,10.4
295.42,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,16.04,33.2,11.2
295.44,0,73.17,108.8,94.6,113.7,73.0,0.973,16.04,33.2,11.9
295.46,0,73.17,106.9,94.6,113.7,73.0,0.973,16.04,33.2,12.6
295.48,0,73.17,105.0,94.6,113.7,73.0,0.973,16.04,33.2,13.2
295.50,0,73.17,103.2,94.6,113.7,73.0,0.973,16.04,33.2,13.8
295.52,0,73.17,101.5,94.6,113.7,73.0,0.973,16.04,33.2,14.4
295.54,0,73.17,99.8,94.6,113.7,73.0,0.973,16.04,33.2,14.9
295.56,0,73.17,98.1,94.6,113.7,73.0,0.973,16.04,33.2,15.4
295.58,0,73.17,96.5,94.6,113.7,73.0,0.973,16.04,33.2,15.9
295.60,0,73.17,94.9,94.6,113.7,73.0,0.973,16.04,33.2,16.4
295.62,0,73.17,93.3,94.6,113.7,73.0,0.973,16.04,33.2,16.8
295.64,0,73.17,91.8,94.6,113.7,73.0,0.973,16.04,33.2,17.3
295.66,0,73.17,90.3,94.6,113.7,73.0,0.973,16.04,33.2,17.7
295.68,0,73.17,88.9,94.6,113.7,73.0,0.973,16.04,33.2,18.1
295.70,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,16.04,33.2,18.5
295.72,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,16.04,33.2,18.8
295.74,0.068,73.17,84.7,94.6,113.7,73.0,0.973,16.04,33.2,19.2
295.76,0.002,73.17,83.4,94.6,113.7,73.0,0.973,16.04,33.2,19.5
295.78,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,16.04,33.2,19.8
295.80,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,16.04,33.2,20.1
